TF_ID	Gene_ID	Family
Bradi4g39137.3.p	Bradi4g39137	C3H
Bradi4g39137.4.p	Bradi4g39137	C3H
Bradi4g39137.5.p	Bradi4g39137	C3H
Bradi4g39137.6.p	Bradi4g39137	C3H
Bradi5g00530.2.p	Bradi5g00530	C2H2
Bradi5g00530.3.p	Bradi5g00530	C2H2
Bradi5g00676.1.p	Bradi5g00676	C2H2
Bradi5g01730.1.p	Bradi5g01730	C3H
Bradi5g01730.2.p	Bradi5g01730	C3H
Bradi5g01872.1.p	Bradi5g01872	C2H2
Bradi5g02300.2.p	Bradi5g02300	C3H
Bradi5g07675.1.p	Bradi5g07675	C2H2
Bradi5g08537.2.p	Bradi5g08537	C2H2
Bradi5g10750.2.p	Bradi5g10750	C3H
Bradi5g11180.1.p	Bradi5g11180	C2H2
Bradi5g13053.1.p	Bradi5g13053	C2H2
Bradi5g17800.2.p	Bradi5g17800	C2H2
Bradi5g17810.1.p	Bradi5g17810	C2H2
Bradi5g18530.2.p	Bradi5g18530	C2H2
Bradi5g18530.3.p	Bradi5g18530	C2H2
Bradi5g19930.1.p	Bradi5g19930	C2H2
Bradi5g25340.1.p	Bradi5g25340	C3H
Bradi5g25760.1.p	Bradi5g25760	C3H
Bradi5g25760.2.p	Bradi5g25760	C3H
Bradi5g27290.1.p	Bradi5g27290	C2H2
Bradi1g07260.1.p	Bradi1g07260	MYB
Bradi1g10470.1.p	Bradi1g10470	MYB
Bradi1g15581.1.p	Bradi1g15581	MYB
Bradi1g15581.2.p	Bradi1g15581	MYB
Bradi1g15581.3.p	Bradi1g15581	MYB
Bradi1g20250.2.p	Bradi1g20250	MYB
Bradi1g20250.3.p	Bradi1g20250	MYB
Bradi1g20540.1.p	Bradi1g20540	MYB
Bradi1g20586.1.p	Bradi1g20586	MYB
Bradi1g20586.2.p	Bradi1g20586	MYB
Bradi1g24887.1.p	Bradi1g24887	MYB
Bradi1g26920.1.p	Bradi1g26920	MYB
Bradi1g26920.2.p	Bradi1g26920	MYB
Bradi1g30252.1.p	Bradi1g30252	MYB
Bradi1g32720.1.p	Bradi1g32720	MYB
Bradi1g36542.1.p	Bradi1g36542	MYB
Bradi1g44070.1.p	Bradi1g44070	MYB
Bradi1g45510.1.p	Bradi1g45510	MYB
Bradi1g48525.2.p	Bradi1g48525	MYB
Bradi1g51747.1.p	Bradi1g51747	MYB
Bradi1g51747.2.p	Bradi1g51747	MYB
Bradi1g51961.1.p	Bradi1g51961	MYB
Bradi1g51961.2.p	Bradi1g51961	MYB
Bradi1g51961.4.p	Bradi1g51961	MYB
Bradi1g51961.5.p	Bradi1g51961	MYB
Bradi1g51961.6.p	Bradi1g51961	MYB
Bradi1g51961.7.p	Bradi1g51961	MYB
Bradi1g58087.1.p	Bradi1g58087	MYB
Bradi1g60106.1.p	Bradi1g60106	MYB
Bradi1g61160.1.p	Bradi1g61160	MYB
Bradi1g61160.2.p	Bradi1g61160	MYB
Bradi1g61397.4.p	Bradi1g61397	MYB
Bradi1g64140.1.p	Bradi1g64140	MYB
Bradi1g64687.1.p	Bradi1g64687	MYB
Bradi1g65238.2.p	Bradi1g65238	MYB
Bradi1g68800.1.p	Bradi1g68800	MYB
Bradi1g75595.1.p	Bradi1g75595	MYB
Bradi2g01960.2.p	Bradi2g01960	MYB
Bradi2g04252.1.p	Bradi2g04252	MYB
Bradi2g05740.1.p	Bradi2g05740	MYB
Bradi2g05740.2.p	Bradi2g05740	MYB
Bradi2g07677.1.p	Bradi2g07677	MYB
Bradi2g10340.1.p	Bradi2g10340	MYB
Bradi2g11080.1.p	Bradi2g11080	MYB
Bradi2g11430.1.p	Bradi2g11430	MYB
Bradi2g11676.1.p	Bradi2g11676	MYB
Bradi2g11676.2.p	Bradi2g11676	MYB
Bradi2g17280.1.p	Bradi2g17280	MYB
Bradi2g17982.1.p	Bradi2g17982	MYB
Bradi2g23310.2.p	Bradi2g23310	MYB
Bradi2g23320.2.p	Bradi2g23320	MYB
Bradi2g23320.3.p	Bradi2g23320	MYB
Bradi2g23320.4.p	Bradi2g23320	MYB
Bradi2g23320.5.p	Bradi2g23320	MYB
Bradi2g23320.6.p	Bradi2g23320	MYB
Bradi2g23341.1.p	Bradi2g23341	MYB
Bradi2g23710.1.p	Bradi2g23710	MYB
Bradi2g24400.1.p	Bradi2g24400	MYB
Bradi2g28910.1.p	Bradi2g28910	MYB
Bradi2g31887.1.p	Bradi2g31887	MYB
Bradi2g31887.2.p	Bradi2g31887	MYB
Bradi2g31887.3.p	Bradi2g31887	MYB
Bradi2g31887.5.p	Bradi2g31887	MYB
Bradi2g31887.6.p	Bradi2g31887	MYB
Bradi2g31887.7.p	Bradi2g31887	MYB
Bradi2g35463.1.p	Bradi2g35463	MYB
Bradi2g36730.1.p	Bradi2g36730	MYB
Bradi2g36730.2.p	Bradi2g36730	MYB
Bradi2g37377.1.p	Bradi2g37377	MYB
Bradi2g38160.1.p	Bradi2g38160	MYB
Bradi2g38160.2.p	Bradi2g38160	MYB
Bradi2g38560.1.p	Bradi2g38560	MYB
Bradi2g40620.2.p	Bradi2g40620	MYB
Bradi2g42936.1.p	Bradi2g42936	MYB
Bradi2g44770.1.p	Bradi2g44770	MYB
Bradi2g46770.1.p	Bradi2g46770	MYB
Bradi2g47367.1.p	Bradi2g47367	MYB
Bradi2g47590.1.p	Bradi2g47590	MYB
Bradi2g47887.2.p	Bradi2g47887	MYB
Bradi2g47887.3.p	Bradi2g47887	MYB
Bradi2g48521.1.p	Bradi2g48521	MYB
Bradi2g53010.1.p	Bradi2g53010	MYB
Bradi2g54640.1.p	Bradi2g54640	MYB
Bradi2g55040.2.p	Bradi2g55040	MYB
Bradi2g55040.3.p	Bradi2g55040	MYB
Bradi2g55040.5.p	Bradi2g55040	MYB
Bradi2g55303.1.p	Bradi2g55303	MYB
Bradi2g55797.2.p	Bradi2g55797	MYB
Bradi2g56520.1.p	Bradi2g56520	MYB
Bradi2g62510.2.p	Bradi2g62510	MYB
Bradi2g62510.3.p	Bradi2g62510	MYB
Bradi3g01377.1.p	Bradi3g01377	MYB
Bradi3g06472.1.p	Bradi3g06472	MYB
Bradi3g10067.2.p	Bradi3g10067	MYB
Bradi3g10067.3.p	Bradi3g10067	MYB
Bradi3g10075.1.p	Bradi3g10075	MYB
Bradi3g10075.2.p	Bradi3g10075	MYB
Bradi3g10075.3.p	Bradi3g10075	MYB
Bradi3g10075.4.p	Bradi3g10075	MYB
Bradi3g10075.5.p	Bradi3g10075	MYB
Bradi3g17165.1.p	Bradi3g17165	MYB
Bradi3g18977.1.p	Bradi3g18977	MYB
Bradi3g28830.1.p	Bradi3g28830	MYB
Bradi3g30033.1.p	Bradi3g30033	MYB
Bradi3g36370.1.p	Bradi3g36370	MYB
Bradi3g36660.1.p	Bradi3g36660	MYB
Bradi3g36660.2.p	Bradi3g36660	MYB
Bradi3g36740.1.p	Bradi3g36740	MYB
Bradi3g37047.1.p	Bradi3g37047	MYB
Bradi3g37360.1.p	Bradi3g37360	MYB
Bradi3g38807.1.p	Bradi3g38807	MYB
Bradi3g40392.1.p	Bradi3g40392	MYB
Bradi3g42350.1.p	Bradi3g42350	MYB
Bradi3g42430.1.p	Bradi3g42430	MYB
Bradi3g42430.2.p	Bradi3g42430	MYB
Bradi3g42430.3.p	Bradi3g42430	MYB
Bradi3g46910.1.p	Bradi3g46910	MYB
Bradi3g48886.1.p	Bradi3g48886	MYB
Bradi3g48886.2.p	Bradi3g48886	MYB
Bradi3g49180.1.p	Bradi3g49180	MYB
Bradi3g49190.1.p	Bradi3g49190	MYB
Bradi3g49970.1.p	Bradi3g49970	MYB
Bradi3g49987.1.p	Bradi3g49987	MYB
Bradi3g52260.1.p	Bradi3g52260	MYB
Bradi3g56917.1.p	Bradi3g56917	MYB
Bradi3g58770.1.p	Bradi3g58770	MYB
Bradi3g60220.2.p	Bradi3g60220	MYB
Bradi4g03970.1.p	Bradi4g03970	MYB
Bradi4g04050.1.p	Bradi4g04050	MYB
Bradi4g04627.1.p	Bradi4g04627	MYB
Bradi4g06317.1.p	Bradi4g06317	MYB
Bradi4g07110.1.p	Bradi4g07110	MYB
Bradi4g08220.1.p	Bradi4g08220	MYB
Bradi4g09567.2.p	Bradi4g09567	MYB
Bradi4g09900.1.p	Bradi4g09900	MYB
Bradi4g16290.1.p	Bradi4g16290	MYB
Bradi4g22637.1.p	Bradi4g22637	MYB
Bradi4g22730.1.p	Bradi4g22730	MYB
Bradi4g23967.1.p	Bradi4g23967	MYB
Bradi4g24798.1.p	Bradi4g24798	MYB
Bradi4g26180.1.p	Bradi4g26180	MYB
Bradi4g29796.1.p	Bradi4g29796	MYB
Bradi4g30220.1.p	Bradi4g30220	MYB
Bradi4g30885.1.p	Bradi4g30885	MYB
Bradi4g36210.1.p	Bradi4g36210	MYB
Bradi4g36460.2.p	Bradi4g36460	MYB
Bradi4g36460.3.p	Bradi4g36460	MYB
Bradi4g38965.1.p	Bradi4g38965	MYB
Bradi4g41277.1.p	Bradi4g41277	MYB
Bradi4g43937.1.p	Bradi4g43937	MYB
Bradi5g03882.1.p	Bradi5g03882	MYB
Bradi5g12417.1.p	Bradi5g12417	MYB
Bradi5g13041.2.p	Bradi5g13041	MYB
Bradi5g15246.1.p	Bradi5g15246	MYB
Bradi5g15760.1.p	Bradi5g15760	MYB
Bradi5g16672.1.p	Bradi5g16672	MYB
Bradi5g16707.1.p	Bradi5g16707	MYB
Bradi5g17600.2.p	Bradi5g17600	MYB
Bradi5g20051.1.p	Bradi5g20051	MYB
Bradi5g20130.1.p	Bradi5g20130	MYB
Bradi5g21970.2.p	Bradi5g21970	MYB
Bradi5g26110.1.p	Bradi5g26110	MYB
Bradi5g26110.2.p	Bradi5g26110	MYB
Bradi1g01030.1.p	Bradi1g01030	MYB_related
Bradi1g08470.1.p	Bradi1g08470	MYB_related
Bradi1g13879.1.p	Bradi1g13879	MYB_related
Bradi1g16355.1.p	Bradi1g16355	MYB_related
Bradi1g20586.3.p	Bradi1g20586	MYB_related
Bradi1g29680.1.p	Bradi1g29680	MYB_related
Bradi1g29680.2.p	Bradi1g29680	MYB_related
Bradi1g32330.1.p	Bradi1g32330	MYB_related
Bradi1g32330.2.p	Bradi1g32330	MYB_related
Bradi1g32330.3.p	Bradi1g32330	MYB_related
Bradi1g33410.1.p	Bradi1g33410	MYB_related
Bradi1g33410.2.p	Bradi1g33410	MYB_related
Bradi1g33410.3.p	Bradi1g33410	MYB_related
Bradi1g34842.1.p	Bradi1g34842	MYB_related
Bradi1g35190.1.p	Bradi1g35190	MYB_related
Bradi1g35190.2.p	Bradi1g35190	MYB_related
Bradi1g35190.3.p	Bradi1g35190	MYB_related
Bradi1g41684.2.p	Bradi1g41684	MYB_related
Bradi1g41993.1.p	Bradi1g41993	MYB_related
Bradi1g44328.1.p	Bradi1g44328	MYB_related
Bradi1g45510.2.p	Bradi1g45510	MYB_related
Bradi1g47563.1.p	Bradi1g47563	MYB_related
Bradi1g48002.1.p	Bradi1g48002	MYB_related
Bradi1g67910.1.p	Bradi1g67910	MYB_related
Bradi1g68510.1.p	Bradi1g68510	MYB_related
Bradi1g68510.2.p	Bradi1g68510	MYB_related
Bradi1g72300.1.p	Bradi1g72300	MYB_related
Bradi1g72300.2.p	Bradi1g72300	MYB_related
Bradi1g72485.1.p	Bradi1g72485	MYB_related
Bradi2g00423.2.p	Bradi2g00423	MYB_related
Bradi2g02810.1.p	Bradi2g02810	MYB_related
Bradi2g05590.1.p	Bradi2g05590	MYB_related
Bradi2g05760.1.p	Bradi2g05760	MYB_related
Bradi2g05824.2.p	Bradi2g05824	MYB_related
Bradi2g05824.3.p	Bradi2g05824	MYB_related
Bradi2g11080.2.p	Bradi2g11080	MYB_related
Bradi2g13860.1.p	Bradi2g13860	MYB_related
Bradi2g16120.1.p	Bradi2g16120	MYB_related
Bradi2g18250.1.p	Bradi2g18250	MYB_related
Bradi2g23978.1.p	Bradi2g23978	MYB_related
Bradi2g34670.1.p	Bradi2g34670	MYB_related
Bradi2g42240.1.p	Bradi2g42240	MYB_related
Bradi2g42500.2.p	Bradi2g42500	MYB_related
Bradi2g42500.3.p	Bradi2g42500	MYB_related
Bradi2g42500.4.p	Bradi2g42500	MYB_related
Bradi2g42500.5.p	Bradi2g42500	MYB_related
Bradi2g42870.1.p	Bradi2g42870	MYB_related
Bradi2g44520.1.p	Bradi2g44520	MYB_related
Bradi2g45770.1.p	Bradi2g45770	MYB_related
Bradi2g45780.1.p	Bradi2g45780	MYB_related
Bradi2g47820.1.p	Bradi2g47820	MYB_related
Bradi2g47820.2.p	Bradi2g47820	MYB_related
Bradi2g55217.1.p	Bradi2g55217	MYB_related
Bradi2g62510.4.p	Bradi2g62510	MYB_related
Bradi2g62510.5.p	Bradi2g62510	MYB_related
Bradi2g62510.7.p	Bradi2g62510	MYB_related
Bradi2g62510.8.p	Bradi2g62510	MYB_related
Bradi2g62510.9.p	Bradi2g62510	MYB_related
Bradi3g01340.1.p	Bradi3g01340	MYB_related
Bradi3g01340.2.p	Bradi3g01340	MYB_related
Bradi3g01340.4.p	Bradi3g01340	MYB_related
Bradi3g01340.5.p	Bradi3g01340	MYB_related
Bradi3g01340.6.p	Bradi3g01340	MYB_related
Bradi3g01340.7.p	Bradi3g01340	MYB_related
Bradi3g09155.1.p	Bradi3g09155	MYB_related
Bradi3g11035.1.p	Bradi3g11035	MYB_related
Bradi3g14830.1.p	Bradi3g14830	MYB_related
Bradi3g16420.1.p	Bradi3g16420	MYB_related
Bradi3g16515.1.p	Bradi3g16515	MYB_related
Bradi3g17170.1.p	Bradi3g17170	MYB_related
Bradi3g17170.2.p	Bradi3g17170	MYB_related
Bradi3g17170.3.p	Bradi3g17170	MYB_related
Bradi3g17170.4.p	Bradi3g17170	MYB_related
Bradi3g17170.5.p	Bradi3g17170	MYB_related
Bradi3g27663.1.p	Bradi3g27663	MYB_related
Bradi3g30033.2.p	Bradi3g30033	MYB_related
Bradi3g32170.3.p	Bradi3g32170	MYB_related
Bradi3g33400.2.p	Bradi3g33400	MYB_related
Bradi3g33440.3.p	Bradi3g33440	MYB_related
Bradi3g40060.1.p	Bradi3g40060	MYB_related
Bradi3g40060.2.p	Bradi3g40060	MYB_related
Bradi3g44143.1.p	Bradi3g44143	MYB_related
Bradi3g45450.1.p	Bradi3g45450	MYB_related
Bradi3g51757.1.p	Bradi3g51757	MYB_related
Bradi3g51757.2.p	Bradi3g51757	MYB_related
Bradi3g51757.3.p	Bradi3g51757	MYB_related
Bradi3g51757.4.p	Bradi3g51757	MYB_related
Bradi3g51757.5.p	Bradi3g51757	MYB_related
Bradi3g51757.6.p	Bradi3g51757	MYB_related
Bradi3g51757.7.p	Bradi3g51757	MYB_related
Bradi3g51757.8.p	Bradi3g51757	MYB_related
Bradi3g51960.1.p	Bradi3g51960	MYB_related
Bradi3g52807.2.p	Bradi3g52807	MYB_related
Bradi3g52807.3.p	Bradi3g52807	MYB_related
Bradi3g52807.4.p	Bradi3g52807	MYB_related
Bradi3g52807.5.p	Bradi3g52807	MYB_related
Bradi3g55430.2.p	Bradi3g55430	MYB_related
Bradi3g55430.3.p	Bradi3g55430	MYB_related
Bradi3g55430.4.p	Bradi3g55430	MYB_related
Bradi3g55430.5.p	Bradi3g55430	MYB_related
Bradi3g57300.1.p	Bradi3g57300	MYB_related
Bradi4g01770.1.p	Bradi4g01770	MYB_related
Bradi4g04050.2.p	Bradi4g04050	MYB_related
Bradi4g04050.3.p	Bradi4g04050	MYB_related
Bradi4g04050.4.p	Bradi4g04050	MYB_related
Bradi4g04050.5.p	Bradi4g04050	MYB_related
Bradi4g04050.6.p	Bradi4g04050	MYB_related
Bradi4g09490.2.p	Bradi4g09490	MYB_related
Bradi4g09490.3.p	Bradi4g09490	MYB_related
Bradi4g33820.1.p	Bradi4g33820	MYB_related
Bradi5g07300.1.p	Bradi5g07300	MYB_related
Bradi5g19380.1.p	Bradi5g19380	MYB_related
Bradi5g22984.1.p	Bradi5g22984	MYB_related
